playerID,Name,bats,throws,debut,final,NumYears
chaveen01,Endy Chavez,L,L,2001,2014,13
chaveer01,Eric Chavez,L,R,1998,2014,17
chaveje01,Jesse Chavez,R,R,2008,2020,13
chavera01,Raul Chavez,R,R,1996,2009,11
chenbr01,Bruce Chen,L,L,1998,2015,17
chesbja01,Jack Chesbro,R,R,1899,1909,11
childcu01,Cupid Childs,L,R,1888,1901,13
chipmbo01,Bob Chipman,L,L,1941,1952,12
chitiha01,Harry Chiti,R,R,1950,1962,10
choatra01,Randy Choate,L,L,2000,2015,15
choosh01,Shin-Soo Choo,L,L,2005,2020,16
chrisja01,Jason Christiansen,R,L,1995,2005,11
chrisla01,Larry Christenson,R,R,1973,1983,11
cicoted01,Eddie Cicotte,B,R,1905,1920,14
cimolgi01,Gino Cimoli,R,R,1956,1965,10
cirilje01,Jeff Cirillo,R,R,1994,2007,14
cishest01,Steve Cishek,R,R,2010,2020,11
clancji01,Jim Clancy,R,R,1977,1991,15
clappjo01,John Clapp,R,R,1872,1883,11
clarkbo02,Boileryard Clarke,R,R,1893,1905,13
clarkda05,Dave Clark,L,R,1986,1998,13
clarkfr01,Fred Clarke,L,R,1894,1915,21
clarkho01,Horace Clarke,B,R,1965,1974,10
clarkja01,Jack Clark,R,R,1975,1992,18
clarkjo01,John Clarkson,R,R,1882,1894,12
clarkma01,Mark Clark,R,R,1991,2000,10
clarkto01,Tommy Clarke,R,R,1909,1918,10
clarkto02,Tony Clark,B,R,1995,2009,15
clarkwa02,Watty Clark,L,L,1924,1937,12
clarkwi02,Will Clark,L,L,1986,2000,15
claytro01,Royce Clayton,R,R,1991,2007,17
clearma01,Mark Clear,R,R,1979,1990,11
clemeja01,Jack Clements,L,L,1884,1900,17
clemero01,Roberto Clemente,R,R,1955,1972,18
clemero02,Roger Clemens,R,R,1984,2007,24
clenddo01,Donn Clendenon,R,R,1961,1972,12
clevere01,Reggie Cleveland,R,R,1969,1981,13
cliftha01,Harlond Clift,R,R,1934,1945,12
clinege01,Gene Clines,R,R,1970,1979,10
clinety01,Ty Cline,L,L,1960,1971,12
clingbi01,Billy Clingman,B,R,1890,1903,10
clintji01,Jim Clinton,R,R,1872,1886,10
clippty01,Tyler Clippard,R,R,2007,2020,14
clonito01,Tony Cloninger,R,R,1961,1972,12
coangi01,Gil Coan,L,R,1946,1956,11
cobbty01,Ty Cobb,L,R,1905,1928,24
cochrmi01,Mickey Cochrane,L,R,1925,1937,13
coffmdi01,Dick Coffman,R,R,1927,1945,15
colavro01,Rocky Colavito,R,R,1955,1968,14
colbena01,Nate Colbert,R,R,1966,1976,10
colboji01,Jim Colborn,R,R,1969,1978,10
colbrgr01,Greg Colbrunn,R,R,1992,2004,13
colemjo04,Joe Coleman,R,R,1942,1955,10
colemjo05,Joe Coleman,R,R,1965,1979,15
colemvi01,Vince Coleman,B,R,1985,1997,13
colesda01,Darnell Coles,R,R,1983,1997,14
collida02,Dave Collins,B,L,1975,1990,16
collied01,Eddie Collins,L,R,1906,1930,25
colliji01,Jimmy Collins,R,R,1895,1908,14
collijo01,Joe Collins,L,L,1948,1957,10
collipa01,Pat Collins,R,R,1919,1929,10
colliri01,Rip Collins,R,R,1920,1931,11
collish01,Shano Collins,R,R,1910,1925,16
colomje01,Jesus Colome,R,R,2001,2010,10
colonba01,Bartolo Colon,R,R,1997,2018,21
combsea01,Earle Combs,L,R,1924,1935,12
comisch01,Charlie Comiskey,R,R,1882,1894,13
comorad01,Adam Comorosky,R,R,1926,1935,10
conceda01,Dave Concepcion,R,R,1970,1988,19
coneda01,David Cone,L,R,1986,2003,17
coninje01,Jeff Conine,R,R,1990,2007,17
conlege01,Gene Conley,R,R,1952,1963,11
connasa01,Sarge Connally,R,R,1921,1934,12
connoro01,Roger Connor,B,L,1880,1897,18
conrowi01,Wid Conroy,R,R,1901,1911,11
consobi01,Billy Consolo,R,R,1953,1962,10
contrjo01,Jose Contreras,R,R,2003,2013,11
cookaa01,Aaron Cook,R,R,2002,2012,11
cookde01,Dennis Cook,L,L,1988,2002,15
cooledu01,Duff Cooley,L,R,1893,1905,13
coombja01,Jack Coombs,B,R,1906,1920,14
coonejo01,Johnny Cooney,R,L,1921,1944,20
coopece01,Cecil Cooper,L,L,1971,1987,17
coopemo01,Mort Cooper,R,R,1938,1949,11
coopewa01,Walker Cooper,R,R,1940,1957,18
coopewi01,Wilbur Cooper,R,L,1912,1926,15
coraal01,Alex Cora,L,R,1998,2011,14
corajo01,Joey Cora,B,R,1987,1998,11
corcoto01,Tommy Corcoran,R,R,1890,1907,18
cordefr01,Francisco Cordero,R,R,1999,2012,14
cordewi01,Wil Cordero,R,R,1992,2005,14
corkhpo01,Pop Corkhill,L,R,1883,1892,10
cormirh01,Rheal Cormier,L,L,1991,2007,16
correke01,Kevin Correia,R,R,2003,2015,13
corsiji01,Jim Corsi,R,R,1988,1999,10
cottohe01,Henry Cotto,R,R,1984,1993,10
cottsne01,Neal Cotts,L,L,2003,2015,10
counscr01,Craig Counsell,L,R,1995,2011,16
courtcl01,Clint Courtney,L,R,1951,1961,11
covelst01,Stan Coveleski,R,R,1912,1928,14
covinwe01,Wes Covington,L,R,1956,1966,11
cowenal01,Al Cowens,R,R,1974,1986,13
coxbi02,Billy Cox,R,R,1941,1955,11
coxda01,Danny Cox,R,R,1983,1995,11
craigro01,Roger Craig,R,R,1955,1966,12
crainje01,Jesse Crain,R,R,2004,2013,10
cramedo01,Doc Cramer,L,R,1929,1948,20
crandde01,Del Crandall,R,R,1949,1966,16
cranddo01,Doc Crandall,R,R,1908,1918,10
cravaga01,Gavvy Cravath,R,R,1908,1920,11
crawfbr01,Brandon Crawford,L,R,2011,2020,10
crawfca02,Carl Crawford,L,L,2002,2016,15
crawfsa01,Sam Crawford,L,L,1899,1917,19
crawfst01,Steve Crawford,R,R,1980,1991,10
crawfwi01,Willie Crawford,L,L,1964,1977,14
credejo01,Joe Crede,R,R,2000,2009,10
crigelo01,Lou Criger,R,R,1896,1912,16
crispco01,Coco Crisp,B,R,2002,2016,15
critzhu01,Hughie Critz,R,R,1924,1935,12
cromawa01,Warren Cromartie,L,L,1974,1991,10
cronijo01,Joe Cronin,R,R,1926,1945,20
crosefr01,Frankie Crosetti,R,R,1932,1948,17
crossla01,Lave Cross,R,R,1887,1907,21
crossmo01,Monte Cross,R,R,1892,1907,15
crowdal01,General Crowder,L,R,1926,1936,11
crowlte01,Terry Crowley,L,L,1969,1983,15
cruiswa01,Walton Cruise,L,R,1914,1924,10
cruzjo01,Jose Cruz,L,L,1970,1988,19
cruzjo02,Jose Cruz,B,R,1997,2008,12
cruzju01,Julio Cruz,B,R,1977,1986,10
cruzju02,Juan Cruz,R,R,2001,2012,12
cruzne02,Nelson Cruz,R,R,2005,2020,16
cuccito01,Tony Cuccinello,R,R,1930,1945,15
cuddymi01,Michael Cuddyer,R,R,2001,2015,15
cuellmi01,Mike Cuellar,L,L,1959,1977,15
cuetojo01,Johnny Cueto,R,R,2008,2020,13
cullero01,Roy Cullenbine,B,R,1938,1947,10
culpra01,Ray Culp,R,R,1963,1973,11
cummimi01,Midre Cummings,L,R,1993,2005,11
cunnibe01,Bert Cunningham,R,R,1887,1901,12
cunnijo01,Joe Cunningham,L,L,1954,1966,12
cuppyni01,Nig Cuppy,R,R,1892,1901,10
curtich01,Chad Curtis,R,R,1992,2001,10
curtijo01,John Curtis,L,L,1970,1984,15
custja01,Jack Cust,L,R,2001,2011,10
cuthbne01,Ned Cuthbert,R,R,1871,1884,10
cutshge01,George Cutshaw,R,R,1912,1923,12
cuyleki01,Kiki Cuyler,R,R,1921,1938,18
daalom01,Omar Daal,L,L,1993,2003,11
dacqujo01,John D'Acquisto,R,R,1973,1982,10
dahlebi01,Bill Dahlen,R,R,1891,1911,21
dahlgba01,Babe Dahlgren,R,R,1935,1946,12
dailyco01,Con Daily,L,R,1885,1896,12
dalcabr01,Bruce Dal Canton,R,R,1967,1977,11
daleybu01,Bud Daley,L,L,1955,1964,10
dalryab01,Abner Dalrymple,L,R,1878,1891,12
dalrycl01,Clay Dalrymple,L,R,1960,1971,12
dalyto01,Tom Daly,B,R,1884,1903,17
damonjo01,Johnny Damon,L,L,1995,2012,18
danfoda01,Dave Danforth,L,L,1911,1925,10
danksjo01,John Danks,L,L,2007,2016,10
danniha01,Harry Danning,R,R,1933,1942,10
darkal01,Al Dark,R,R,1946,1960,14
darliro01,Ron Darling,R,R,1983,1995,13
darwida01,Danny Darwin,R,R,1978,1998,21
daubeja01,Jake Daubert,L,L,1910,1924,15
dauerri01,Rich Dauer,R,R,1976,1985,10
daultda01,Darren Daulton,L,R,1983,1997,14
daussho01,Hooks Dauss,R,R,1912,1926,15
davalvi01,Vic Davalillo,L,L,1963,1980,16
davenji01,Jim Davenport,R,R,1958,1970,13
davisch01,Chili Davis,B,R,1981,1999,19
davisch02,Chris Davis,L,R,2008,2020,13
daviscu01,Curt Davis,R,R,1934,1946,13
davisdi01,Dixie Davis,R,R,1912,1926,10
davisdo02,Doug Davis,R,L,1999,2011,13
daviser01,Eric Davis,R,R,1984,2001,17
davisge01,George Davis,B,R,1890,1909,20
davisgl01,Glenn Davis,R,R,1984,1993,10
davisha01,Harry Davis,R,R,1895,1917,22
davisjo02,Jody Davis,R,R,1981,1990,10
davisma01,Mark Davis,L,L,1980,1997,15
davismi02,Mike Davis,L,L,1980,1989,10
davisra01,Rajai Davis,R,R,2006,2019,14
davisro02,Ron Davis,R,R,1978,1988,11
davissp01,Spud Davis,R,R,1928,1945,16
davisst02,Storm Davis,R,R,1982,1994,13
davisto02,Tommy Davis,R,R,1959,1976,18
daviswa01,Wade Davis,R,R,2009,2020,12
daviswi02,Willie Davis,L,L,1960,1979,18
dawsoan01,Andre Dawson,R,R,1976,1996,21
dayleke01,Ken Dayley,L,L,1982,1993,11
dealch01,Charlie Deal,R,R,1912,1921,10
deandi01,Dizzy Dean,R,R,1930,1947,12
deazaal01,Alejandro De Aza,L,L,2007,2017,10
deberha01,Hank DeBerry,R,R,1916,1930,11
decindo01,Doug DeCinces,R,R,1973,1987,15
deerro01,Rob Deer,R,R,1984,1996,11
dejeami01,Mike DeJean,R,R,1997,2006,10
dejesda01,David DeJesus,L,L,2003,2015,13
dejesiv01,Ivan de Jesus,R,R,1974,1988,15
delahed01,Ed Delahanty,R,R,1888,1903,16
delahji01,Jim Delahanty,R,R,1901,1915,13
delarjo01,Jorge De La Rosa,L,L,2004,2018,15
deleojo01,Jose DeLeon,R,R,1983,1995,13
delgaca01,Carlos Delgado,L,R,1993,2009,17
delluda01,David Dellucci,L,L,1997,2009,13
delocik01,Ike Delock,R,R,1952,1963,11
delsiji01,Jim Delsing,L,R,1948,1960,10
delucri01,Rich DeLucia,R,R,1990,1999,10
demaejo01,Joe DeMaestri,R,R,1951,1961,11
demarfr02,Frank Demaree,R,R,1932,1944,12
demetdo01,Don Demeter,R,R,1956,1967,11
demonge01,Gene DeMontreville,R,R,1894,1904,11
dempsri01,Rick Dempsey,R,R,1969,1992,24
dempsry01,Ryan Dempster,R,R,1998,2013,16
dennyje01,Jerry Denny,R,R,1881,1894,13
dennyjo01,John Denny,R,R,1974,1986,13
denorch01,Chris Denorfia,R,R,2005,2015,10
dentbu01,Bucky Dent,R,R,1973,1984,12
dernibo01,Bob Dernier,R,R,1980,1989,10
derosma01,Mark DeRosa,R,R,1998,2013,16
derripa01,Paul Derringer,R,R,1931,1945,15
desauge01,Gene Desautels,R,R,1930,1946,13
descada01,Daniel Descalso,L,R,2010,2019,10
deshaji01,Jim Deshaies,L,L,1984,1995,12
deshide01,Delino DeShields,L,R,1990,2002,13
desmoia01,Ian Desmond,R,R,2009,2019,11
desseel01,Elmer Dessens,R,R,1996,2010,14
detwiro01,Ross Detwiler,R,L,2007,2020,12
devermi01,Mike Devereaux,R,R,1987,1998,12
devliar01,Art Devlin,R,R,1904,1913,10
diazbo01,Bo Diaz,R,R,1977,1989,13
diazei01,Einar Diaz,R,R,1996,2006,11
diazma02,Matt Diaz,R,R,2003,2013,11
dickebi01,Bill Dickey,L,R,1928,1946,17
dickera01,R. A. Dickey,R,R,2001,2017,15
dicksmu01,Murry Dickson,R,R,1939,1959,18
dierkla01,Larry Dierker,R,R,1964,1977,14
dietrbi01,Bill Dietrich,R,R,1933,1948,16
difelmi01,Mike Difelice,R,R,1996,2008,13
dilonmi01,Miguel Dilone,B,R,1974,1985,12
dimagdo01,Dom DiMaggio,R,R,1940,1953,11
dimagjo01,Joe DiMaggio,R,R,1936,1951,13
dimagvi01,Vince DiMaggio,R,R,1937,1946,10
dinnebi01,Bill Dinneen,L,R,1898,1909,12
dipinfr01,Frank DiPino,L,L,1981,1993,12
disarga01,Gary Disarcina,R,R,1989,2000,12
doakbi01,Bill Doak,R,R,1912,1929,16
dobbsgr01,Greg Dobbs,L,R,2004,2014,11
dobsojo01,Joe Dobson,R,R,1939,1954,14
dobsopa01,Pat Dobson,R,R,1967,1977,11
dobyla01,Larry Doby,L,R,1947,1959,13
doerrbo01,Bobby Doerr,R,R,1937,1951,14
donahre01,Red Donahue,R,R,1893,1906,13
donaljo02,Josh Donaldson,R,R,2010,2020,10
donlimi01,Mike Donlin,L,L,1899,1914,12
donneji01,Jim Donnelly,R,R,1884,1898,11
donohpe01,Pete Donohue,R,R,1921,1932,12
donovbi01,Bill Donovan,B,R,1898,1918,18
donovdi01,Dick Donovan,L,R,1950,1965,15
donovpa01,Patsy Donovan,L,L,1890,1907,17
dooinre01,Red Dooin,R,R,1902,1916,15
doolami01,Mickey Doolin,R,R,1905,1918,13
doranbi02,Bill Doran,B,R,1982,1993,12
dorgami01,Mike Dorgan,R,R,1877,1890,10
dorisha01,Fritz Dorish,R,R,1947,1956,10
doteloc01,Octavio Dotel,R,R,1999,2013,15
dotsori01,Richard Dotson,R,R,1979,1990,12
doughpa01,Patsy Dougherty,L,R,1902,1911,10
doumiry01,Ryan Doumit,B,R,2005,2014,10
douthta01,Taylor Douthit,R,R,1923,1933,11
dowdto01,Tommy Dowd,R,R,1891,1901,10
downial01,Al Downing,R,L,1961,1977,17
downibr01,Brian Downing,R,R,1973,1992,20
downssc01,Scott Downs,L,L,2000,2014,13
doyleja01,Jack Doyle,R,R,1889,1905,17
doylela01,Larry Doyle,L,R,1907,1920,14
drabedo01,Doug Drabek,R,R,1986,1998,13
drabomo01,Moe Drabowsky,R,R,1956,1972,17
dragodi01,Dick Drago,R,R,1969,1981,13
drewjd01,J. D. Drew,L,R,1998,2011,14
drewst01,Stephen Drew,L,R,2006,2017,12
driesda01,Dan Driessen,L,R,1973,1987,15
dropowa01,Walt Dropo,R,R,1949,1961,13
drysddo01,Don Drysdale,R,R,1956,1969,14
duceyro01,Rob Ducey,L,R,1987,2001,13
dudalu01,Lucas Duda,L,R,2010,2019,10
duensbr01,Brian Duensing,L,L,2009,2018,10
duffyda01,Danny Duffy,L,L,2011,2020,10
duffyfr01,Frank Duffy,R,R,1970,1979,10
duffyhu01,Hugh Duffy,R,R,1888,1906,17
duganjo01,Joe Dugan,R,R,1917,1931,14
dukeza01,Zach Duke,L,L,2005,2019,15
duncada01,Dave Duncan,R,R,1964,1976,11
duncama01,Mariano Duncan,R,R,1985,1997,12
dunlafr01,Fred Dunlap,R,R,1880,1891,12
dunnad01,Adam Dunn,L,R,2001,2014,14
dunnmi01,Mike Dunn,L,L,2009,2019,11
dunstsh01,Shawon Dunston,R,R,1985,2002,18
durbich01,Chad Durbin,R,R,1999,2013,14
durenry01,Ryne Duren,R,R,1954,1965,10
durhale01,Leon Durham,L,L,1980,1989,10
durhara01,Ray Durham,B,R,1995,2008,14
durocle01,Leo Durocher,R,R,1925,1945,17
dwyerfr01,Frank Dwyer,R,R,1888,1899,12
dwyerji01,Jim Dwyer,L,L,1973,1990,18
dyeje01,Jermaine Dye,R,R,1996,2009,14
dyerdu01,Duffy Dyer,R,R,1968,1981,14
dykesji01,Jimmy Dykes,R,R,1918,1939,22
dykstle01,Lenny Dykstra,L,L,1985,1996,12
dysonja01,Jarrod Dyson,L,R,2010,2020,11
easleda01,Damion Easley,R,R,1992,2008,17
easlemi01,Mike Easler,L,R,1973,1987,14
easteja01,Jamie Easterly,L,L,1974,1987,13
eatonad01,Adam Eaton,R,R,2000,2009,10
eckerde01,Dennis Eckersley,R,R,1975,1998,24
eckstda01,David Eckstein,R,R,2001,2010,10
edmonji01,Jim Edmonds,L,L,1993,2010,17
edwarbr01,Bruce Edwards,R,R,1946,1956,10
edwarha01,Hank Edwards,L,L,1941,1953,11
edwarjo01,Johnny Edwards,L,R,1961,1974,14
eganto01,Tom Egan,R,R,1965,1975,10
eggleda01,Dave Eggler,R,R,1871,1885,11
ehmkeho01,Howard Ehmke,R,R,1915,1930,15
ehretre01,Red Ehret,R,R,1888,1898,11
eichhma01,Mark Eichhorn,R,R,1982,1996,11
eilanda01,Dave Eiland,R,R,1988,2000,10
eischjo01,Joey Eischen,L,L,1994,2006,10
eisenji01,Jim Eisenreich,L,L,1982,1998,15
elartsc01,Scott Elarton,R,R,1998,2008,10
elberki01,Kid Elberfeld,R,R,1898,1914,14
eldreca01,Cal Eldred,R,R,1991,2005,14
elliobo01,Bob Elliott,R,R,1939,1953,15
ellioju01,Jumbo Elliott,R,L,1923,1934,10
ellisaj01,A. J. Ellis,R,R,2008,2018,11
ellisdo01,Dock Ellis,B,R,1968,1979,12
ellisjo01,John Ellis,R,R,1969,1981,13
ellisma01,Mark Ellis,R,R,2002,2014,12
ellsbja01,Jacoby Ellsbury,L,L,2007,2017,11
ellswdi01,Dick Ellsworth,L,L,1958,1971,13
elsteke01,Kevin Elster,R,R,1986,2000,13
elybo01,Bones Ely,R,R,1884,1902,14
embreal01,Alan Embree,L,L,1992,2009,16
encared01,Edwin Encarnacion,R,R,2005,2020,16
encarju01,Juan Encarnacion,R,R,1997,2007,11
engliwo01,Woody English,R,R,1927,1938,12
ennisde01,Del Ennis,R,R,1946,1959,14
ericksc01,Scott Erickson,R,R,1990,2006,15
erskica01,Carl Erskine,R,R,1948,1959,12
erstada01,Darin Erstad,L,L,1996,2009,14
escobal02,Alcides Escobar,R,R,2008,2018,11
escobed01,Eduardo Escobar,B,R,2011,2020,10
escobke01,Kelvim Escobar,R,R,1997,2009,12
escobyu01,Yunel Escobar,R,R,2007,2017,11
espinal01,Alvaro Espinoza,R,R,1984,1997,12
espossa01,Sammy Esposito,R,R,1952,1963,10
essiaji01,Jim Essian,R,R,1973,1984,12
esterdu01,Dude Esterbrook,R,R,1880,1891,11
estessh01,Shawn Estes,R,L,1995,2008,13
estrama01,Marco Estrada,R,R,2008,2019,12
etchean01,Andy Etchebarren,R,R,1962,1978,15
ethiean01,Andre Ethier,L,L,2006,2017,12
evansal01,Al Evans,R,R,1939,1951,12
evansda01,Darrell Evans,L,R,1969,1989,21
evansdw01,Dwight Evans,R,R,1972,1991,20
evansjo01,Joe Evans,R,R,1915,1925,11
evelada01,Dana Eveland,L,L,2005,2016,11
everead01,Adam Everett,R,R,2001,2011,11
evereca01,Carl Everett,B,R,1993,2006,14
eversho01,Hoot Evers,R,R,1941,1956,12
eversjo01,Johnny Evers,L,R,1902,1929,18
ewingbo01,Bob Ewing,R,R,1902,1912,11
ewingbu01,Buck Ewing,R,R,1880,1897,18
eyresc01,Scott Eyre,L,L,1997,2009,13
faberre01,Red Faber,B,R,1914,1933,20
facero01,Roy Face,R,R,1953,1969,16
faheybi01,Bill Fahey,L,R,1971,1983,11
fairlro01,Ron Fairly,L,L,1958,1978,21
falcope01,Pete Falcone,L,L,1975,1984,10
falkbi01,Bibb Falk,L,L,1920,1931,12
falkecy01,Cy Falkenberg,R,R,1903,1917,12
farmeed01,Ed Farmer,R,R,1971,1983,11
farnsky01,Kyle Farnsworth,R,R,1999,2014,16
farredu01,Duke Farrell,B,R,1888,1905,18
farreja02,Jack Farrell,R,R,1879,1889,11
farretu01,Turk Farrell,R,R,1956,1969,14
farrst01,Steve Farr,R,R,1984,1994,11
fasansa01,Sal Fasano,R,R,1996,2008,11
fasseje01,Jeff Fassero,L,L,1991,2006,16
feldemi01,Mike Felder,B,R,1985,1994,10
feldmsc01,Scott Feldman,L,R,2005,2017,13
felizpe01,Pedro Feliz,R,R,2000,2010,11
fellebo01,Bob Feller,R,R,1936,1956,18
fergual01,Alex Ferguson,R,R,1918,1929,10
fergubo01,Bob Ferguson,B,R,1871,1884,14
fergujo01,Joe Ferguson,R,R,1970,1983,14
fermife01,Felix Fermin,R,R,1987,1996,10
fernaal01,Alex Fernandez,R,R,1990,2000,10
fernasi01,Sid Fernandez,L,L,1983,1997,15
fernato01,Tony Fernandez,B,R,1983,2001,17
ferreri01,Rick Ferrell,R,R,1929,1947,18
ferrewe01,Wes Ferrell,R,R,1927,1941,15
fettemi01,Mike Fetters,R,R,1989,2004,16
fewstch01,Chick Fewster,R,R,1917,1927,11
fickro01,Robert Fick,L,R,1998,2007,10
fieldce01,Cecil Fielder,R,R,1985,1998,13
fieldpr01,Prince Fielder,L,R,2005,2016,12
fiersmi01,Mike Fiers,R,R,2011,2020,10
figgich01,Chone Figgins,B,R,2002,2014,12
fingero01,Rollie Fingers,R,R,1968,1985,17
finlech01,Chuck Finley,L,L,1986,2002,17
finlest01,Steve Finley,L,L,1989,2007,19
finnelo01,Lou Finney,L,R,1931,1947,15
fischmi01,Mike Fischlin,R,R,1977,1987,10
fisheed02,Eddie Fisher,R,R,1959,1973,15
fisheja01,Jack Fisher,R,R,1959,1969,11
fishera01,Ray Fisher,R,R,1910,1920,10
fiskca01,Carlton Fisk,R,R,1969,1993,24
fistedo01,Doug Fister,L,R,2009,2018,10
fitzged01,Ed FitzGerald,R,R,1948,1959,12
fitzgmi02,Mike Fitzgerald,R,R,1983,1992,10
fitzmal01,Al Fitzmorris,B,R,1969,1978,10
fitzsfr01,Freddie Fitzsimmons,R,R,1925,1943,19
flackma01,Max Flack,L,L,1914,1925,12
flagsir01,Ira Flagstead,R,R,1917,1930,13
flahejo01,John Flaherty,R,R,1992,2005,14
flanami01,Mike Flanagan,L,L,1975,1992,18
flannti01,Tim Flannery,L,R,1979,1989,11
fletcar01,Art Fletcher,R,R,1909,1922,13
fletcda01,Darrin Fletcher,L,R,1989,2002,14
fletcel01,Elbie Fletcher,L,L,1934,1949,12
fletcsc01,Scott Fletcher,R,R,1981,1995,15
flickel01,Elmer Flick,L,R,1898,1910,13
flintsi01,Silver Flint,R,R,1875,1889,13
floodcu01,Curt Flood,R,R,1956,1971,15
floweja01,Jake Flowers,R,R,1923,1934,10
flowety01,Tyler Flowers,R,R,2009,2020,12
floydcl01,Cliff Floyd,L,R,1993,2009,17
floydga01,Gavin Floyd,R,R,2004,2016,13
flynndo01,Doug Flynn,R,R,1975,1985,11
foileha01,Hank Foiles,R,R,1953,1964,11
foleyto02,Tom Foley,L,R,1983,1995,13
foliti01,Tim Foli,R,R,1970,1985,16
fonsele01,Lew Fonseca,R,R,1921,1933,12
footeba01,Barry Foote,R,R,1973,1982,10
forceda01,Davy Force,R,R,1871,1886,15
fordda01,Dan Ford,R,R,1975,1985,11
fordho01,Hod Ford,R,R,1919,1933,15
fordwh01,Whitey Ford,L,L,1950,1967,16
fordybr01,Brook Fordyce,R,R,1995,2004,10
foremfr01,Frank Foreman,R,R,1884,1902,11
fornimi01,Mike Fornieles,R,R,1952,1963,12
forscbo01,Bob Forsch,R,R,1974,1989,16
forscke01,Ken Forsch,R,R,1970,1986,16
forstte01,Terry Forster,L,L,1971,1986,16
forsylo01,Logan Forsythe,R,R,2011,2020,10
fossato01,Tony Fossas,L,L,1988,1999,12
fossera01,Ray Fosse,R,R,1967,1979,12
fosteal01,Alan Foster,R,R,1967,1976,10
fosteed02,Eddie Foster,R,R,1910,1923,13
fostege01,George Foster,R,R,1969,1986,18
fothebo01,Bob Fothergill,R,R,1922,1933,12
foulkke01,Keith Foulke,R,R,1997,2008,11
fournja01,Jack Fournier,L,R,1912,1927,15
foutzda01,Dave Foutz,R,R,1884,1896,13
fowlede01,Dexter Fowler,B,R,2008,2020,13
fowledi01,Dick Fowler,R,R,1941,1952,10
foxch02,Chad Fox,R,R,1997,2009,10
foxne01,Nellie Fox,L,R,1947,1965,19
foxpe01,Pete Fox,R,R,1933,1945,13
foxxji01,Jimmie Foxx,R,R,1925,1945,20
foytapa01,Paul Foytack,R,R,1953,1964,11
francfr01,Frank Francisco,R,R,2004,2014,10
francje01,Jeff Francis,L,L,2004,2015,11
francje02,Jeff Francoeur,R,R,2005,2016,12
francjo01,John Franco,L,L,1984,2005,21
francju01,Julio Franco,R,R,1982,2007,23
francte01,Terry Francona,L,L,1981,1990,10
francti01,Tito Francona,L,L,1956,1970,15
frankfr02,Fred Frankhouse,R,R,1927,1939,13
frankry01,Ryan Franklin,R,R,1999,2011,12
frasech01,Chick Fraser,R,R,1896,1909,14
frasoja01,Jason Frasor,R,R,2004,2015,12
frazige01,George Frazier,R,R,1978,1987,10
frazito01,Todd Frazier,R,R,2011,2020,10
freehbi01,Bill Freehan,R,R,1961,1976,15
freembu01,Buck Freeman,L,L,1891,1907,11
freemfr01,Freddie Freeman,L,R,2010,2020,11
freemma02,Marvin Freeman,R,R,1986,1996,10
freesda01,David Freese,R,R,2009,2019,11
freesge02,Gene Freese,R,R,1955,1966,12
fregoji01,Jim Fregosi,R,R,1961,1978,18
frencla01,Larry French,R,L,1929,1942,14
freylo01,Lonny Frey,L,R,1933,1948,14
fribebe01,Bernie Friberg,R,R,1919,1933,14
frienbo01,Bob Friend,R,R,1951,1966,16
friscfr01,Frankie Frisch,B,R,1919,1937,19
friseda01,Danny Frisella,L,R,1967,1976,10
frommar01,Art Fromme,R,R,1906,1915,10
frymatr01,Travis Fryman,R,R,1990,2002,13
frymawo01,Woodie Fryman,R,L,1966,1983,18
fuentbr01,Brian Fuentes,L,L,2001,2012,12
fuentti01,Tito Fuentes,B,R,1965,1978,13
fulmech01,Chick Fulmer,R,R,1871,1884,11
furcara01,Rafael Furcal,B,R,2000,2014,14
furilca01,Carl Furillo,R,R,1946,1960,15
gaettga01,Gary Gaetti,R,R,1981,2000,20
gagliph01,Phil Gagliano,R,R,1963,1974,12
gagneer01,Eric Gagne,R,R,1999,2008,10
gagnegr01,Greg Gagne,R,R,1983,1997,15
gainede01,Del Gainer,R,R,1909,1922,10
galanau01,Augie Galan,B,R,1934,1949,16
galaran01,Andres Galarraga,R,R,1985,2004,19
galehde01,Denny Galehouse,R,R,1934,1949,15
gallayo01,Yovani Gallardo,R,R,2007,2018,12
gallemi01,Mike Gallego,R,R,1985,1997,13
galloch01,Chick Galloway,R,R,1919,1928,10
galvipu01,Pud Galvin,R,R,1875,1892,15
gamblos01,Oscar Gamble,L,R,1969,1985,17
gantnji01,Jim Gantner,L,R,1976,1992,17
gantro01,Ron Gant,R,R,1987,2003,16
ganzech01,Charlie Ganzel,R,R,1884,1897,14
garbege01,Gene Garber,R,R,1969,1988,19
garceri01,Rich Garces,R,R,1990,2002,10
garcica01,Carlos Garcia,R,R,1990,1999,10
garcida01,Damaso Garcia,R,R,1978,1989,11
garcifr02,Freddy Garcia,R,R,1999,2013,15
garcija01,Santiago Casilla,R,R,2004,2018,15
garcija02,Jaime Garcia,L,L,2008,2018,10
garcika01,Karim Garcia,L,L,1995,2004,10
garciki01,Kiko Garcia,R,R,1976,1985,10
garcimi01,Mike Garcia,R,R,1948,1961,14
garcino01,Nomar Garciaparra,R,R,1996,2009,14
gardnbi02,Billy Gardner,R,R,1954,1963,10
gardnbr01,Brett Gardner,L,L,2008,2020,13
gardnla01,Larry Gardner,L,R,1908,1924,17
gardnma01,Mark Gardner,R,R,1989,2001,13
garlajo01,Jon Garland,R,R,2000,2013,13
